,text,label
613,submenu category transborda pagina redimensionada faco submenu ir esquerda acontence problema assim quero acontenca submenu jogado esquerda pois transbordando pagina code code procurei funcao getboundingclientrect js pegar coordenadas nao sei exatamente implementar tambem tentei plugin nao deu certo tambem,"(0, 0, 1, 0)"
614,webservice retorna arquivo pdf byte retornando nome arquivo header resposta chrome consigo ver valores response headers vejo todos headers estao la inclusive nome arquivo porem tento recuperar valores angular nao consigo pois headers vem apenas content type application pdf code response headers exibido navegador code alguem sabe errado faco recuperar valor,"(0, 0, 0, 1)"
615,quero gerar pagina impressao limpinha algumas informacoes apenas utilizando seguinte codigo bem resumido javascript code code testei offline funcionou perfeitamente porem subi pro site clico imprimir nao repassa valor salario alguma ideia valeu,"(0, 0, 1, 0)"
616,possivel fazer dois ngif angular html segue exemplo code preciso fazer duas verificacoes verificar restricao professor caso false verificar disponibilidade sala aula exemplo codigo novo angular nao sei tudo funciona code alguma ajuda resolver,"(0, 0, 0, 1)"
617,preciso concatenar 2 arquivos audio formato wav node audio 1 5 segundos duracao audio 2 5 segundos duracao preciso gerar arquivo audio 3 5 segundos duracao contem conteudo audio 1 audio 2 tocando simultaneamente posso fazer,"(1, 0, 0, 0)"
618,quero audio repita inicio toda vez q botao pressionado inves disso so repete apos audio terminar obs usando jsx javascript code html code,"(0, 0, 1, 0)"
619,pessoal amanha preciso fazer tela login cadastro usuario usando conta facebook preciso pegar dados enviar webservice so nao conseguindo,"(0, 0, 1, 0)"
620,toda vez vou tentar chamar metodo controller aparece url diferente colocando url ajax porque disso,"(0, 1, 0, 0)"
621,comecei angular4 pouco tempo preciso pegar informacoes campo passar pra tela edit ja informacoes console log tela edit botei pra testar unico problema n to conseguindo exibir campos talvez decorator input nao to conseguindo utiliza lo alguma ajuda condicao caso id definido busca service regioesbyid pra rota editar ja id rota tambem oque falta exibir segue codigo code declaro antes construtor variavel recebe regioes regioes regioes,"(1, 0, 0, 0)"
622,tendo problemas while loop codigo alguma razao dando loop infinito codigo code primeiro while loop funciona problemas problema segundo resultado esperado enquanto altura container maior 100 ultimos elementos container passassem container2 tese deveria diminuir altura container parece nao acontecendo causando assim loop infinito acontecendo,"(0, 0, 1, 0)"
623,pagina onde exibo alguns audios usuario clica disparado som exemplo html code agora preciso implementar botao tocar todos sons pagina intervalo 5 segundos tentei seguinte codigo code porem disparando todos tempo onde posso estar errando,"(0, 1, 0, 0)"
624,boa noite fazendo trabalho faculdade loja online pois bem nao conseguindo fazer botao comprar enviasse pagina carrinho compras ate amigo falou sobre local storage problema nunca vi nada sobre sera alguem pode dar ajuda to fazendo html ja botao compra preciso fazer mande informacoes produto preco nome carrinho compras chegar la some precos caso produto obs iniciante obrigado,"(0, 0, 1, 0)"
625,bom tendo seguinte problema jquery identifica tag code recuperar link redirecionar pagina logo apos botando ser desabilitado problema clicar botao desabilitado nao redirecionado faco ser desabilitado so evitar duplo clique code code,"(0, 1, 1, 0)"
626,bom dia gostaria ajuda funcao exportando direto pasta download gostaria poder escolher pastar salvar arquivo ainda nao consegui enxergar solucao funcionalidade agradeco todos dispoem dar ajuda ate direcionamento abraco code,"(0, 0, 1, 0)"
627,gostaria imprimir pagina desse formato porem vou imprimir fica nesse formato funcao js porem nao sei resolver problema formatacao código code,"(0, 0, 1, 0)"
628,bom dia faco impedir usuario inspecione elemento html modifique pode exemplo retorno valor tela alimento dentro input chamado itemsaldo ai usuario podera utilizar campo quantidade inserir quantidade queira requisitar ser lt campo itemsaldo sei posso tratar diretamente banco existe alguma forma tratar tela bloquear console navegador,"(0, 1, 1, 0)"
629,bom dia todos fiz efeito clica div troca imagem efeito animacao css caso utilizei jquery addclass toggleclass usei 2 queria fazer script usando javascript puro vi alguns tutoriais varias formas diferentes complexas existe alguma forma simples code code code obrigado todos,"(0, 1, 0, 0)"
630,ola tentando capturar localizacao partir api google recursos novo html5 porem latitude longitude sempre incorreta computador mobile code celular ja habilitei localizacao via gps assim ainda tras incorreta pode ser segue codigo utilizando code segue abaixo vindo resposta codigo,"(0, 0, 1, 0)"
631,script onde muda src iframe java script ser methodo porem nao sei enviar dados post somente get pois so dados url alguem sabe fazer code java script code ja tentei colocoar dados via post code igual code nada,"(0, 1, 0, 0)"
632,gostaria saber existe funcao php js atraves ip visitante possibilitasse traduzir site automaticamente acordo pais internauta precisar escolha idioma manualmente select suponhamos site visitado alguem inglaterra entao automaticamente script escolheria idioma ingles pasta lang visitado alguem italia automaticamente script rodasse idioma italiano visitantes portugal brasil rodasse idioma portugues assim diante procurei algo tipo nao encontrei nada sobre assunto percebi anuncios adsense google utiliza funcao pois brasileiros visitemos site estrangeiro anuncios adsense exibe sao campanhas brasileiras detectasse localidade visitante quero detectar pais usuario criar condicao code,"(0, 1, 1, 0)"
633,desenvolvendo site php vou precisar integrar conteudo vai estar pagina site externo pagina vai estar pouca formatacao code code code vou ter apenas link desta pagina nesta pagina vai ter produto thumbnail nome preco link ver detalhes duvida melhor maneira fazer integracao pensei usar code fico ocioso quanto responsividade tambem seo site existe opcao melhor,"(0, 1, 1, 0)"
634,utilizando angularjs aplicacao node tento abrir outra aba tambem aplicacao navegador abrir outra instancia navegador recebo erro code script code linha 14 seguinte comando code sei bem generico postei porem novato desenvolvimento web postando torcendo alguem passado problema algo parecido possa guiar nao faco ideia onde comecar procurar solucao postei tambem caso necessario posso adicionar alguma informacao relevante nao colocado aqui desde ja grato,"(1, 0, 0, 1)"
635,encontro efeito tipo parallax mousemove gostaria saber nome desse efeito algum exemplo internet sabia fazer efeito actionscript 3 0 chamava code nao sei nome correto jquery,"(0, 1, 0, 0)"
636,formulario tres pares datas inicio fim cada par valido ambas datas sao preenchidas nenhuma preenchida porque nao permitido preencher data inicio nao data fim vice versa alem disso nao posso enviar formulario menos pares preenchidos imaginem usuario inserir datas apenas datas inicio nenhuma datas fim mostrar tres mensagens erro cada par usuario inserir nenhum dado deveria mandar apenas mensagem erro problema existem quatro grupos cada par formulario inteiro outras palavras tres primeiros pares sao subgrupos maior colocar grupo maior codigo ultimo lugar so recebo mensagem erro usuario enviar formulario branco so recebo mensagem erro usuario entrar apenas datas inicio fim tambem colocar grupo maior primeiro lugar recebo tres mensagens erro usuario entra apenas datas inicio certo tambem recebo tres mensagens erro iguais usuario enviar formulario vazio html code javascript code criei fiddle grupo maior final testa lo basta digitar datas inicio pressionar consultar voce so vai ter mensagem preciso tres seguida pressione limpar consultar voce tera mensagem apenas correto aqui variacao primeiro fiddle grupo maior comeco testa lo basta digitar datas inicio pressione consultar voce vai ter tres mensagens cada linha correto seguida pressione limpar consultar voce recebera tres mensagens nao correto alguma ideia tornar comportamento correto ocorre ambos casos uso jquery validate 1 11 1 jquery 1 11 0,"(0, 1, 0, 0)"
637,codigo parecido jsfiddle servidor wamp casa fiz pra tentar trabalhar json jsfiddle nao contem arquivo json pra testar pergunta fiz sobre inserir dados database jquery responderam boa opcao armazenar dados arquivos json autor resposta mostrou menos sintaxe arquivo json disse poderia fazer seguinte code testes codigo jsfiddle funcionaram bem arquivo json formato code coloquei formato autor resposta primeira pergunta mostrou click link click to list nao dispara nada gostaria saber diferenca duas sintaxes pois quero fazer pequeno site pequeno banco dados informacoes sobre filmes ja assisti ainda vou ver link sobre onde conseguir informacoes montar arquivo json acessar valores boa utilizo metodo code resgatar json dentro arquivo json conforme codigo code,"(0, 1, 0, 0)"
638,esotu tentando gerar linechart partir dados vou receber dinamicamente problema dados chegam value typo any deveria ser convertido number ser aceito line generator fazendo cast metodo rejeita array dizendo data and datum are incompatible code coisa achei extremamente estranha parte escrever lambda expression linha nao encontrou d y fiz metodo seguindo exemplo encontrei link,"(0, 0, 0, 1)"
639,pessoal peco ajuda amigos codigo faz requisicao ajax pegar dados api json passar todos objetos dentro array json nome ajato 2000 nome crystal i caso faco listar imprimir dados html usando atributo lista sei fazer php html sei tipo assim document getelementbyid exibir value code,"(0, 1, 1, 0)"
640,codigo faz validacao formulario campos vazios senao faz submit formulario code valida normal porem nao entrando nessa parte codigo code detalhe tirar validacao fazer code funciona normalmente,"(0, 1, 0, 0)"
641,bom dia pessoal form campo text entradas recursivas faco p enviar valor digitado limpa lo deixar pronto proxima entrada assim teclo primeiro caracter proxima entrada apresenta valor ja digitado anteriormente codigo assim code,"(0, 1, 0, 0)"
